	sample_name_R	SBS_LIV_A	SBS_LIV_B	SBS_LIV_C	SBS_LIV_D	SBS_LIV_E	SBS_LIV_F	SBS_LIV_G	SBS_LIV_H	SBS_LIV_I	SBS_LIV_J	SBS_LIV_K	SBS_LIV_L	SBS_LIV_M
26	LiverC150216DHealthyPO	212.525992341867	56.6340261400358	115.51512666455	0.00247976345058715	84.0768087446907	216.858843685222	173.811755572618	3.97007538146341e-12	57.1910164339305	189.064171583859	204.552817862432	52.8677600445804	33.9071589030798
27	LiverC150216DHealthyPOA	141.134863461159	68.5074320693572	50.5451073431527	38.9014262686171	183.108943129559	312.809376027532	110.385437896273	3.97007538146341e-12	64.3507172841092	96.2568672505894	222.353514165694	153.262012781525	114.393169930552
28	PD36713b_lo001	90.0477072531607	304.09924067033	86.6693457402382	104.695127912191	168.018341847271	200.548550753387	239.807244395186	281.581631876127	290.740073089357	4.1702805242907e-12	0.0080859243630482	95.0994803280988	424.705918131007
29	PD36713b_lo002	135.237392725002	149.467213539826	60.5926304958088	160.676632681342	107.694805836581	43.8548183732499	81.1486352996641	92.4965182114352	135.707679278427	2.6710954258631e-07	80.1196578355591	1.60561973201106	412.423097286069
30	PD36713b_lo004	49.2251122931495	145.313270121481	44.9296063298558	3.52116694489738e-12	35.0911894839157	58.8555547036027	39.7767890949259	26.7242770814578	36.1555273591113	4.80360917785444	2.75602487923317e-12	39.298775959409	187.843335600398
31	PD36713b_lo006	3.0467645373628e-07	277.680446774553	117.826366197923	85.0965778980572	134.176758160909	135.685967022029	216.170223446115	117.774356592472	105.386767548522	20.8696284858183	0.000232972777195115	0.125536964009842	479.225041930503
32	PD36713b_lo007	9.33425525658392	200.755319404497	118.653567153722	81.0488602907742	120.122722342598	118.259400897515	96.2186568820247	188.416778405452	82.2142352818885	4.1702805242907e-12	0.0041268486739455	57.6492497087341	268.340902918378
33	PD36713b_lo008	98.1839364320313	291.054097558066	70.9572766785129	101.671778820058	122.876558650915	147.794251328489	265.436517131619	254.040163584465	153.121019044245	73.3519983677618	69.0931831273811	3.34580881859185e-12	294.435707517074
34	PD36713b_lo009	88.1968126418203	233.526139236827	171.450579382819	154.62516010478	95.6840095093197	55.1661014030838	110.822663255651	14.8207619800539	224.405649875911	5.74028404201291	2.36934127078193	3.74615314717888e-07	422.219012145201
35	PD36713b_lo010	183.172806655169	295.3816721809	85.7597752331472	215.937527651712	155.367633603245	107.845202629157	241.279312171971	287.348933534179	227.932271357199	2.75185778393726e-07	71.4412931824597	133.601743620148	404.955568097046
36	PD36713b_lo011	0.255381777676314	297.095737351927	110.417536746263	177.856766712207	106.640287431823	143.424369696752	229.839865999752	299.547529034441	355.986892729756	124.29507766866	78.9427789601913	207.000029523613	551.727203598534
